Software_Category,sc_parent,Software_CategoryLabel,sc_parentLabel,num_software
http://www.wikidata.org/entity/Q1071233,http://www.wikidata.org/entity/Q202871,terminal emulator,emulator,44
http://www.wikidata.org/entity/Q1071233,http://www.wikidata.org/entity/Q21295041,terminal emulator,terminal client,44
http://www.wikidata.org/entity/Q17138243,http://www.wikidata.org/entity/Q15548076,Virtual home design software,computer-aided design software,0
http://www.wikidata.org/entity/Q24966456,http://www.wikidata.org/entity/Q15614016,Video management system,surveillance software,0
http://www.wikidata.org/entity/Q104636634,http://www.wikidata.org/entity/Q60461507,fuzzy finder,search tool,4
http://www.wikidata.org/entity/Q107110391,http://www.wikidata.org/entity/Q107110354,Unix printing architecture,printing architecture,4
http://www.wikidata.org/entity/Q615985,http://www.wikidata.org/entity/Q3635085,social software,communication software,3
http://www.wikidata.org/entity/Q751850,http://www.wikidata.org/entity/Q15544757,astronomy software,science software,8
http://www.wikidata.org/entity/Q974828,http://www.wikidata.org/entity/Q1932945,accounting software,business software,24
http://www.wikidata.org/entity/Q1050567,http://www.wikidata.org/entity/Q15544757,computer-aided engineering,science software,15
http://www.wikidata.org/entity/Q1153924,http://www.wikidata.org/entity/Q1955251,DJ software,music software,3
http://www.wikidata.org/entity/Q1639024,http://www.wikidata.org/entity/Q15544757,mathematical software,science software,21
http://www.wikidata.org/entity/Q3307487,http://www.wikidata.org/entity/Q3635085,diagramming software,communication software,17
http://www.wikidata.org/entity/Q3307487,http://www.wikidata.org/entity/Q15548076,diagramming software,computer-aided design software,17
http://www.wikidata.org/entity/Q10417670,http://www.wikidata.org/entity/Q2462003,IRC client,instant messaging client,54
http://www.wikidata.org/entity/Q24021076,http://www.wikidata.org/entity/Q7397,subtitle editor,software,5
http://www.wikidata.org/entity/Q25374232,http://www.wikidata.org/entity/Q7397,closed-circuit television software,software,1
http://www.wikidata.org/entity/Q25588783,http://www.wikidata.org/entity/Q7397,driver assistance software,software,2
http://www.wikidata.org/entity/Q26203767,http://www.wikidata.org/entity/Q7397,spatial analysis software,software,1
http://www.wikidata.org/entity/Q105100182,http://www.wikidata.org/entity/Q166142,Jupyter kernel,application,3
http://www.wikidata.org/entity/Q105273027,http://www.wikidata.org/entity/Q166142,shell tool,application,29
http://www.wikidata.org/entity/Q28964688,http://www.wikidata.org/entity/Q312466,data recovery software,utility software,5
http://www.wikidata.org/entity/Q91348108,http://www.wikidata.org/entity/Q312466,daemon-managing daemon,utility software,3
http://www.wikidata.org/entity/Q100744571,http://www.wikidata.org/entity/Q868410,rendering software,graphics software,10
http://www.wikidata.org/entity/Q45842,http://www.wikidata.org/entity/Q191865,web crawler,internet bot,16
http://www.wikidata.org/entity/Q1187338,http://www.wikidata.org/entity/Q191865,video game bot,internet bot,2
http://www.wikidata.org/entity/Q2481505,http://www.wikidata.org/entity/Q184748,audio codec,codec,36
http://www.wikidata.org/entity/Q5014368,http://www.wikidata.org/entity/Q271680,CSS framework,software framework,7
http://www.wikidata.org/entity/Q5156020,http://www.wikidata.org/entity/Q240831,video conversion software,video codec,2
http://www.wikidata.org/entity/Q52229854,http://www.wikidata.org/entity/Q202871,Android emulator,emulator,3
http://www.wikidata.org/entity/Q52229854,http://www.wikidata.org/entity/Q241317,Android emulator,computing platform,3
http://www.wikidata.org/entity/Q93249,http://www.wikidata.org/entity/Q870898,antivirus software,computer security software,91
http://www.wikidata.org/entity/Q745881,http://www.wikidata.org/entity/Q870898,intrusion detection system,computer security software,9
http://www.wikidata.org/entity/Q833766,http://www.wikidata.org/entity/Q870898,port scanner,computer security software,1
http://www.wikidata.org/entity/Q1193246,http://www.wikidata.org/entity/Q337820,widget toolkit,graphics library,84
http://www.wikidata.org/entity/Q4774525,http://www.wikidata.org/entity/Q870898,anti-keylogger,computer security software,0
http://www.wikidata.org/entity/Q4994515,http://www.wikidata.org/entity/Q615985,file sharing software,social software,11
http://www.wikidata.org/entity/Q5133829,http://www.wikidata.org/entity/Q330268,clinical decision support system,decision support system,1
http://www.wikidata.org/entity/Q13429867,http://www.wikidata.org/entity/Q870898,anti malware,computer security software,1
http://www.wikidata.org/entity/Q24789150,http://www.wikidata.org/entity/Q271680,JavaScript framework,software framework,18
http://www.wikidata.org/entity/Q47506,http://www.wikidata.org/entity/Q1077784,compiler,programming tool,100
http://www.wikidata.org/entity/Q47506,http://www.wikidata.org/entity/Q4117406,compiler,implementation of a programming language,100
http://www.wikidata.org/entity/Q188860,http://www.wikidata.org/entity/Q1077784,software library,programming tool,807
http://www.wikidata.org/entity/Q188860,http://www.wikidata.org/entity/Q17176533,software library,software component,807
http://www.wikidata.org/entity/Q193231,http://www.wikidata.org/entity/Q1077784,debugger,programming tool,36
http://www.wikidata.org/entity/Q212474,http://www.wikidata.org/entity/Q1155404,font editor,vector graphics editor,6
http://www.wikidata.org/entity/Q279650,http://www.wikidata.org/entity/Q1077784,disassembler,programming tool,7
http://www.wikidata.org/entity/Q279650,http://www.wikidata.org/entity/Q4462013,disassembler,translator,7
http://www.wikidata.org/entity/Q523796,http://www.wikidata.org/entity/Q1077784,linker,programming tool,4
http://www.wikidata.org/entity/Q830340,http://www.wikidata.org/entity/Q1639024,computer algebra system,mathematical software,46
http://www.wikidata.org/entity/Q913697,http://www.wikidata.org/entity/Q1077784,decompiler,programming tool,3
http://www.wikidata.org/entity/Q1076785,http://www.wikidata.org/entity/Q47506,compiler-compiler,compiler,7
http://www.wikidata.org/entity/Q1076785,http://www.wikidata.org/entity/Q1077784,compiler-compiler,programming tool,7
http://www.wikidata.org/entity/Q1440548,http://www.wikidata.org/entity/Q1639024,Fractal-generating software,mathematical software,1
http://www.wikidata.org/entity/Q1487455,http://www.wikidata.org/entity/Q1077784,graphical user interface builder,programming tool,4
http://www.wikidata.org/entity/Q2164323,http://www.wikidata.org/entity/Q1077784,documentation generator,programming tool,24
http://www.wikidata.org/entity/Q2164323,http://www.wikidata.org/entity/Q7692326,documentation generator,technical communication tool,24
http://www.wikidata.org/entity/Q2727468,http://www.wikidata.org/entity/Q1077784,build automation,programming tool,36
http://www.wikidata.org/entity/Q3614994,http://www.wikidata.org/entity/Q47506,lexical analyzer generator,compiler,3
http://www.wikidata.org/entity/Q3614994,http://www.wikidata.org/entity/Q1077784,lexical analyzer generator,programming tool,3
http://www.wikidata.org/entity/Q4117406,http://www.wikidata.org/entity/Q1077784,implementation of a programming language,programming tool,56
http://www.wikidata.org/entity/Q4343954,http://www.wikidata.org/entity/Q1077784,web development tools,programming tool,3
http://www.wikidata.org/entity/Q5156780,http://www.wikidata.org/entity/Q1373429,Compositing software,video editing software,5
http://www.wikidata.org/entity/Q6470767,http://www.wikidata.org/entity/Q1077784,assembler,programming tool,7
http://www.wikidata.org/entity/Q6470767,http://www.wikidata.org/entity/Q4462013,assembler,translator,7
http://www.wikidata.org/entity/Q15562063,http://www.wikidata.org/entity/Q15547961,audio software,multimedia software,15
http://www.wikidata.org/entity/Q28050159,http://www.wikidata.org/entity/Q15544757,data analysis software,science software,10
http://www.wikidata.org/entity/Q60345396,http://www.wikidata.org/entity/Q2522958,screencasting software,video software,0
http://www.wikidata.org/entity/Q63951851,http://www.wikidata.org/entity/Q133500,computer-assisted learning,learning,0
http://www.wikidata.org/entity/Q63951851,http://www.wikidata.org/entity/Q1074158,computer-assisted learning,educational software,0
http://www.wikidata.org/entity/Q66088840,http://www.wikidata.org/entity/Q15547961,audio processor,multimedia software,1
http://www.wikidata.org/entity/Q95988573,http://www.wikidata.org/entity/Q1932945,customer relationship management software,business software,13
http://www.wikidata.org/entity/Q25595203,http://www.wikidata.org/entity/Q615985,Internet forum software,social software,20
http://www.wikidata.org/entity/Q63067479,http://www.wikidata.org/entity/Q615985,electronic mailing list manager,social software,9
http://www.wikidata.org/entity/Q5375622,http://www.wikidata.org/entity/Q7246032,encryption software,privacy software,42
http://www.wikidata.org/entity/Q25929318,http://www.wikidata.org/entity/Q4839801,disk cloning software,backup software,5
http://www.wikidata.org/entity/Q7554269,http://www.wikidata.org/entity/Q31087,software calculator,calculator,12
http://www.wikidata.org/entity/Q7554269,http://www.wikidata.org/entity/Q1639024,software calculator,mathematical software,12
http://www.wikidata.org/entity/Q13199995,http://www.wikidata.org/entity/Q1639024,statistical package,mathematical software,15
http://www.wikidata.org/entity/Q15618492,http://www.wikidata.org/entity/Q1077784,software testing tool,programming tool,16
http://www.wikidata.org/entity/Q26921397,http://www.wikidata.org/entity/Q870898,password cracking software,computer security software,8
http://www.wikidata.org/entity/Q28059995,http://www.wikidata.org/entity/Q1077784,CASE tool,programming tool,6
http://www.wikidata.org/entity/Q74086777,http://www.wikidata.org/entity/Q1639024,numerical software,mathematical software,36
http://www.wikidata.org/entity/Q373442,http://www.wikidata.org/entity/Q2622299,web browser engine,software engine,13
http://www.wikidata.org/entity/Q373442,http://www.wikidata.org/entity/Q100744571,web browser engine,rendering software,13
http://www.wikidata.org/entity/Q1023097,http://www.wikidata.org/entity/Q15562063,CD ripper,audio software,10
http://www.wikidata.org/entity/Q1194674,http://www.wikidata.org/entity/Q815859,computer-assisted language learning,language acquisition,2
http://www.wikidata.org/entity/Q1194674,http://www.wikidata.org/entity/Q63951851,computer-assisted language learning,computer-assisted learning,2
http://www.wikidata.org/entity/Q19595415,http://www.wikidata.org/entity/Q188860,TeX macro package,software library,19
http://www.wikidata.org/entity/Q19595415,http://www.wikidata.org/entity/Q15614005,TeX macro package,typesetting software,19
http://www.wikidata.org/entity/Q25303346,http://www.wikidata.org/entity/Q15478230,file synchronisation software,data synchronization software,5
http://www.wikidata.org/entity/Q29647057,http://www.wikidata.org/entity/Q100744571,ray-tracing software,rendering software,4
http://www.wikidata.org/entity/Q109720157,http://www.wikidata.org/entity/Q95988573,association management software,customer relationship management software,1
http://www.wikidata.org/entity/Q73539779,http://www.wikidata.org/entity/Q1995545,R package,software package,20
http://www.wikidata.org/entity/Q783866,http://www.wikidata.org/entity/Q188860,JavaScript library,software library,1551
http://www.wikidata.org/entity/Q3363001,http://www.wikidata.org/entity/Q188860,wrapper library,software library,2
http://www.wikidata.org/entity/Q3363001,http://www.wikidata.org/entity/Q7251920,wrapper library,interface,2
http://www.wikidata.org/entity/Q21127166,http://www.wikidata.org/entity/Q188860,Java software library,software library,98
http://www.wikidata.org/entity/Q1199356,http://www.wikidata.org/entity/Q188860,standard library,software library,2
http://www.wikidata.org/entity/Q1444922,http://www.wikidata.org/entity/Q188860,runtime library,software library,13
http://www.wikidata.org/entity/Q14001,http://www.wikidata.org/entity/Q7397,malware,software,57
http://www.wikidata.org/entity/Q14001,http://www.wikidata.org/entity/Q40056,malware,computer program,57
http://www.wikidata.org/entity/Q14001,http://www.wikidata.org/entity/Q30113732,malware,badware,57
http://www.wikidata.org/entity/Q14001,http://www.wikidata.org/entity/Q78908682,malware,security risk,57
http://www.wikidata.org/entity/Q93661,http://www.wikidata.org/entity/Q7397,integrated library system,software,37
http://www.wikidata.org/entity/Q93661,http://www.wikidata.org/entity/Q166142,integrated library system,application,37
http://www.wikidata.org/entity/Q93661,http://www.wikidata.org/entity/Q16928226,integrated library system,automated information system,37
http://www.wikidata.org/entity/Q104851,http://www.wikidata.org/entity/Q3966,firmware,computer hardware,24
http://www.wikidata.org/entity/Q104851,http://www.wikidata.org/entity/Q7397,firmware,software,24
http://www.wikidata.org/entity/Q116112,http://www.wikidata.org/entity/Q7397,bulk email software,software,1
http://www.wikidata.org/entity/Q131093,http://www.wikidata.org/entity/Q7397,content management system,software,300
http://www.wikidata.org/entity/Q131093,http://www.wikidata.org/entity/Q40056,content management system,computer program,300
http://www.wikidata.org/entity/Q131093,http://www.wikidata.org/entity/Q629173,content management system,management system,300
http://www.wikidata.org/entity/Q137742,http://www.wikidata.org/entity/Q7397,Autoresponder,software,0
http://www.wikidata.org/entity/Q166142,http://www.wikidata.org/entity/Q7397,application,software,1315
http://www.wikidata.org/entity/Q208218,http://www.wikidata.org/entity/Q7397,patch,software,5
http://www.wikidata.org/entity/Q528166,http://www.wikidata.org/entity/Q7397,client,software,33
http://www.wikidata.org/entity/Q676202,http://www.wikidata.org/entity/Q7397,system software,software,29
http://www.wikidata.org/entity/Q816659,http://www.wikidata.org/entity/Q7397,notification area,software,1
http://www.wikidata.org/entity/Q816659,http://www.wikidata.org/entity/Q7130810,notification area,panel,1
http://www.wikidata.org/entity/Q816659,http://www.wikidata.org/entity/Q30059018,notification area,operating system component,1
http://www.wikidata.org/entity/Q854840,http://www.wikidata.org/entity/Q7397,taskbar,software,8
http://www.wikidata.org/entity/Q854840,http://www.wikidata.org/entity/Q7130810,taskbar,panel,8
http://www.wikidata.org/entity/Q1165574,http://www.wikidata.org/entity/Q7397,system monitor,software,8
http://www.wikidata.org/entity/Q1165574,http://www.wikidata.org/entity/Q2143522,system monitor,monitoring,8
http://www.wikidata.org/entity/Q1172313,http://www.wikidata.org/entity/Q7397,file viewer,software,13
http://www.wikidata.org/entity/Q1200186,http://www.wikidata.org/entity/Q7397,remote desktop software,software,8
http://www.wikidata.org/entity/Q1254596,http://www.wikidata.org/entity/Q7397,software as a service,software,108
http://www.wikidata.org/entity/Q1254596,http://www.wikidata.org/entity/Q25036597,software as a service,as a service,108
http://www.wikidata.org/entity/Q1345429,http://www.wikidata.org/entity/Q7397,formula editor,software,8
http://www.wikidata.org/entity/Q1345429,http://www.wikidata.org/entity/Q1639024,formula editor,mathematical software,8
http://www.wikidata.org/entity/Q1368899,http://www.wikidata.org/entity/Q7397,command-line interpreter,software,9
http://www.wikidata.org/entity/Q1371279,http://www.wikidata.org/entity/Q7397,server software,software,71
http://www.wikidata.org/entity/Q1371279,http://www.wikidata.org/entity/Q44127,server software,server,71
http://www.wikidata.org/entity/Q1403556,http://www.wikidata.org/entity/Q7397,reference management software,software,52
http://www.wikidata.org/entity/Q1419081,http://www.wikidata.org/entity/Q7397,PC booter,software,0
http://www.wikidata.org/entity/Q1531370,http://www.wikidata.org/entity/Q7397,outliner,software,4
http://www.wikidata.org/entity/Q1531370,http://www.wikidata.org/entity/Q985394,outliner,editor,4
http://www.wikidata.org/entity/Q1641413,http://www.wikidata.org/entity/Q7397,job scheduler,software,5
http://www.wikidata.org/entity/Q1760545,http://www.wikidata.org/entity/Q7397,XML editor,software,21
http://www.wikidata.org/entity/Q2023643,http://www.wikidata.org/entity/Q7397,On-premises software,software,1
http://www.wikidata.org/entity/Q2057931,http://www.wikidata.org/entity/Q7397,simulator,software,11
http://www.wikidata.org/entity/Q2057931,http://www.wikidata.org/entity/Q1183543,simulator,device,11
http://www.wikidata.org/entity/Q2072225,http://www.wikidata.org/entity/Q7397,human resource management system,software,1
http://www.wikidata.org/entity/Q2072225,http://www.wikidata.org/entity/Q629173,human resource management system,management system,1
http://www.wikidata.org/entity/Q2072225,http://www.wikidata.org/entity/Q1056396,human resource management system,human resource management,1
http://www.wikidata.org/entity/Q228323,http://www.wikidata.org/entity/Q5375622,conditional access system,encryption software,0
http://www.wikidata.org/entity/Q355134,http://www.wikidata.org/entity/Q2622299,graphics engine,software engine,10
http://www.wikidata.org/entity/Q591919,http://www.wikidata.org/entity/Q4117406,JavaScript engine,implementation of a programming language,15
http://www.wikidata.org/entity/Q1165116,http://www.wikidata.org/entity/Q11883090,Perl module,module,4
http://www.wikidata.org/entity/Q4462013,http://www.wikidata.org/entity/Q4117406,translator,implementation of a programming language,5
http://www.wikidata.org/entity/Q5282311,http://www.wikidata.org/entity/Q5375622,disk encryption software,encryption software,18
http://www.wikidata.org/entity/Q7606662,http://www.wikidata.org/entity/Q5375622,steganography tool,encryption software,2
http://www.wikidata.org/entity/Q91267365,http://www.wikidata.org/entity/Q25595203,imageboard software,Internet forum software,14
http://www.wikidata.org/entity/Q101111163,http://www.wikidata.org/entity/Q1077784,document authoring system,programming tool,3
http://www.wikidata.org/entity/Q101111163,http://www.wikidata.org/entity/Q7692326,document authoring system,technical communication tool,3
http://www.wikidata.org/entity/Q107110354,http://www.wikidata.org/entity/Q29645725,printing architecture,printing software,0
http://www.wikidata.org/entity/Q26921434,http://www.wikidata.org/entity/Q745881,anti-rootkit software,intrusion detection system,6
http://www.wikidata.org/entity/Q26367719,http://www.wikidata.org/entity/Q5282311,On-the-fly encryption software,disk encryption software,3
http://www.wikidata.org/entity/Q96313657,http://www.wikidata.org/entity/Q91267365,booru software,imageboard software,6
